movieId,RUNTIME (MINUTES),RUNTIME (SECONDS), NUMBER OF CHUNKS,VIDEO SIZE FOR 360p (GB),VIDEO SIZE FOR 480p (GB),VIDEO SIZE FOR 720p (GB),VIDEO SIZE FOR 1080p (GB)
782,116,6960,1740,1.305,3.48,6.525,10.44
783,91,5460,1365,1.02375,2.73,5.11875,8.19
784,96,5760,1440,1.08,2.88,5.4,8.64
785,114,6840,1710,1.2825,3.42,6.4125,10.26
786,115,6900,1725,1.29375,3.45,6.46875,10.35
788,95,5700,1425,1.06875,2.85,5.34375,8.55
790,82,4920,1230,0.9225,2.46,4.6125,7.38
795,102,6120,1530,1.1475,3.06,5.7375,9.18
798,115,6900,1725,1.29375,3.45,6.46875,10.35
799,110,6600,1650,1.2375,3.3,6.1875,9.9
801,100,6000,1500,1.125,3,5.625,9
803,86,5160,1290,0.9675,2.58,4.8375,7.74
804,96,5760,1440,1.08,2.88,5.4,8.64
806,88,5280,1320,0.99,2.64,4.95,7.92
808,109,6540,1635,1.22625,3.27,6.13125,9.81
809,98,5880,1470,1.1025,2.94,5.5125,8.82
810,93,5580,1395,1.04625,2.79,5.23125,8.37
813,93,5580,1395,1.04625,2.79,5.23125,8.37
818,90,5400,1350,1.0125,2.7,5.0625,8.1
823,89,5340,1335,1.00125,2.67,5.00625,8.01
828,90,5400,1350,1.0125,2.7,5.0625,8.1
829,78,4680,1170,0.8775,2.34,4.3875,7.02
830,102,6120,1530,1.1475,3.06,5.7375,9.18
833,86,5160,1290,0.9675,2.58,4.8375,7.74
835,102,6120,1530,1.1475,3.06,5.7375,9.18
836,107,6420,1605,1.20375,3.21,6.01875,9.63
837,98,5880,1470,1.1025,2.94,5.5125,8.82
839,84,5040,1260,0.945,2.52,4.725,7.56
840,108,6480,1620,1.215,3.24,6.075,9.72
841,84,5040,1260,0.945,2.52,4.725,7.56
842,87,5220,1305,0.97875,2.61,4.89375,7.83
848,117,7020,1755,1.31625,3.51,6.58125,10.53
849,97,5820,1455,1.09125,2.91,5.45625,8.73
851,108,6480,1620,1.215,3.24,6.075,9.72
861,95,5700,1425,1.06875,2.85,5.34375,8.55
866,105,6300,1575,1.18125,3.15,5.90625,9.45
867,89,5340,1335,1.00125,2.67,5.00625,8.01
869,116,6960,1740,1.305,3.48,6.525,10.44
870,94,5640,1410,1.0575,2.82,5.2875,8.46
876,104,6240,1560,1.17,3.12,5.85,9.36
879,110,6600,1650,1.2375,3.3,6.1875,9.9
880,96,5760,1440,1.08,2.88,5.4,8.64
881,101,6060,1515,1.13625,3.03,5.68125,9.09
882,94,5640,1410,1.0575,2.82,5.2875,8.46
885,110,6600,1650,1.2375,3.3,6.1875,9.9
886,84,5040,1260,0.945,2.52,4.725,7.56
888,71,4260,1065,0.79875,2.13,3.99375,6.39
891,88,5280,1320,0.99,2.64,4.95,7.92
893,114,6840,1710,1.2825,3.42,6.4125,10.26
896,115,6900,1725,1.29375,3.45,6.46875,10.35
898,113,6780,1695,1.27125,3.39,6.35625,10.17
899,103,6180,1545,1.15875,3.09,5.79375,9.27
900,113,6780,1695,1.27125,3.39,6.35625,10.17
901,103,6180,1545,1.15875,3.09,5.79375,9.27
902,114,6840,1710,1.2825,3.42,6.4125,10.26
904,112,6720,1680,1.26,3.36,6.3,10.08
905,105,6300,1575,1.18125,3.15,5.90625,9.45
906,114,6840,1710,1.2825,3.42,6.4125,10.26
907,107,6420,1605,1.20375,3.21,6.01875,9.63
911,113,6780,1695,1.27125,3.39,6.35625,10.17
912,102,6120,1530,1.1475,3.06,5.7375,9.18
913,101,6060,1515,1.13625,3.03,5.68125,9.09
915,113,6780,1695,1.27125,3.39,6.35625,10.17
916,119,7140,1785,1.33875,3.57,6.69375,10.71
917,93,5580,1395,1.04625,2.79,5.23125,8.37
918,113,6780,1695,1.27125,3.39,6.35625,10.17
919,102,6120,1530,1.1475,3.06,5.7375,9.18
921,92,5520,1380,1.035,2.76,5.175,8.28
922,110,6600,1650,1.2375,3.3,6.1875,9.9
923,119,7140,1785,1.33875,3.57,6.69375,10.71
929,120,7200,1800,1.35,3.6,6.75,10.8
930,103,6180,1545,1.15875,3.09,5.79375,9.27
931,111,6660,1665,1.24875,3.33,6.24375,9.99
932,111,6660,1665,1.24875,3.33,6.24375,9.99
933,107,6420,1605,1.20375,3.21,6.01875,9.63
934,92,5520,1380,1.035,2.76,5.175,8.28
935,112,6720,1680,1.26,3.36,6.3,10.08
936,110,6600,1650,1.2375,3.3,6.1875,9.9
938,116,6960,1740,1.305,3.48,6.525,10.44
940,102,6120,1530,1.1475,3.06,5.7375,9.18
941,94,5640,1410,1.0575,2.82,5.2875,8.46
942,88,5280,1320,0.99,2.64,4.95,7.92
943,104,6240,1560,1.17,3.12,5.85,9.36
945,101,6060,1515,1.13625,3.03,5.68125,9.09
946,99,5940,1485,1.11375,2.97,5.56875,8.91
947,95,5700,1425,1.06875,2.85,5.34375,8.55
949,115,6900,1725,1.29375,3.45,6.46875,10.35
950,91,5460,1365,1.02375,2.73,5.11875,8.19
951,92,5520,1380,1.035,2.76,5.175,8.28
955,102,6120,1530,1.1475,3.06,5.7375,9.18
956,119,7140,1785,1.33875,3.57,6.69375,10.71
959,83,4980,1245,0.93375,2.49,4.66875,7.47
961,102,6120,1530,1.1475,3.06,5.7375,9.18
963,101,6060,1515,1.13625,3.03,5.68125,9.09
965,86,5160,1290,0.9675,2.58,4.8375,7.74
968,96,5760,1440,1.08,2.88,5.4,8.64
969,105,6300,1575,1.18125,3.15,5.90625,9.45
970,89,5340,1335,1.00125,2.67,5.00625,8.01
971,108,6480,1620,1.215,3.24,6.075,9.72
976,89,5340,1335,1.00125,2.67,5.00625,8.01
979,83,4980,1245,0.93375,2.49,4.66875,7.47
981,95,5700,1425,1.06875,2.85,5.34375,8.55
982,115,6900,1725,1.29375,3.45,6.46875,10.35
984,99,5940,1485,1.11375,2.97,5.56875,8.91
986,107,6420,1605,1.20375,3.21,6.01875,9.63
987,103,6180,1545,1.15875,3.09,5.79375,9.27
988,116,6960,1740,1.305,3.48,6.525,10.44
990,100,6000,1500,1.125,3,5.625,9
993,119,7140,1785,1.33875,3.57,6.69375,10.71
994,107,6420,1605,1.20375,3.21,6.01875,9.63
996,101,6060,1515,1.13625,3.03,5.68125,9.09
999,104,6240,1560,1.17,3.12,5.85,9.36
1003,118,7080,1770,1.3275,3.54,6.6375,10.62
1004,92,5520,1380,1.035,2.76,5.175,8.28
1005,104,6240,1560,1.17,3.12,5.85,9.36
1006,113,6780,1695,1.27125,3.39,6.35625,10.17
1007,100,6000,1500,1.125,3,5.625,9
1008,93,5580,1395,1.04625,2.79,5.23125,8.37
1009,97,5820,1455,1.09125,2.91,5.45625,8.73
1010,107,6420,1605,1.20375,3.21,6.01875,9.63
1011,88,5280,1320,0.99,2.64,4.95,7.92
1012,83,4980,1245,0.93375,2.49,4.66875,7.47
1015,84,5040,1260,0.945,2.52,4.725,7.56
1016,104,6240,1560,1.17,3.12,5.85,9.36
1018,112,6720,1680,1.26,3.36,6.3,10.08
1020,98,5880,1470,1.1025,2.94,5.5125,8.82
1021,102,6120,1530,1.1475,3.06,5.7375,9.18
1022,74,4440,1110,0.8325,2.22,4.1625,6.66
1023,25,1500,375,0.28125,0.75,1.40625,2.25
1024,71,4260,1065,0.79875,2.13,3.99375,6.39
1025,79,4740,1185,0.88875,2.37,4.44375,7.11
1029,64,3840,960,0.72,1.92,3.6,5.76
1030,102,6120,1530,1.1475,3.06,5.7375,9.18
1031,117,7020,1755,1.31625,3.51,6.58125,10.53
1032,75,4500,1125,0.84375,2.25,4.21875,6.75
1033,82,4920,1230,0.9225,2.46,4.6125,7.38
1034,102,6120,1530,1.1475,3.06,5.7375,9.18
1037,108,6480,1620,1.215,3.24,6.075,9.72
1040,95,5700,1425,1.06875,2.85,5.34375,8.55
1042,108,6480,1620,1.215,3.24,6.075,9.72
1043,93,5580,1395,1.04625,2.79,5.23125,8.37
1046,92,5520,1380,1.035,2.76,5.175,8.28
1049,109,6540,1635,1.22625,3.27,6.13125,9.81
1050,112,6720,1680,1.26,3.36,6.3,10.08
1051,95,5700,1425,1.06875,2.85,5.34375,8.55
1053,101,6060,1515,1.13625,3.03,5.68125,9.09
1054,120,7200,1800,1.35,3.6,6.75,10.8
1055,103,6180,1545,1.15875,3.09,5.79375,9.27
1057,101,6060,1515,1.13625,3.03,5.68125,9.09
1059,120,7200,1800,1.35,3.6,6.75,10.8
1060,96,5760,1440,1.08,2.88,5.4,8.64
1064,81,4860,1215,0.91125,2.43,4.55625,7.29
1066,109,6540,1635,1.22625,3.27,6.13125,9.81
1068,86,5160,1290,0.9675,2.58,4.8375,7.74
1073,100,6000,1500,1.125,3,5.625,9
1076,100,6000,1500,1.125,3,5.625,9
1077,87,5220,1305,0.97875,2.61,4.89375,7.83
1078,82,4920,1230,0.9225,2.46,4.6125,7.38
1079,109,6540,1635,1.22625,3.27,6.13125,9.81
1080,94,5640,1410,1.0575,2.82,5.2875,8.46
1082,110,6600,1650,1.2375,3.3,6.1875,9.9
1084,110,6600,1650,1.2375,3.3,6.1875,9.9
1085,86,5160,1290,0.9675,2.58,4.8375,7.74
1086,105,6300,1575,1.18125,3.15,5.90625,9.45
1088,100,6000,1500,1.125,3,5.625,9
1089,99,5940,1485,1.11375,2.97,5.56875,8.91
1090,120,7200,1800,1.35,3.6,6.75,10.8
1091,97,5820,1455,1.09125,2.91,5.45625,8.73
1094,112,6720,1680,1.26,3.36,6.3,10.08
1095,100,6000,1500,1.125,3,5.625,9
1097,115,6900,1725,1.29375,3.45,6.46875,10.35
1099,69,4140,1035,0.77625,2.07,3.88125,6.21
1100,107,6420,1605,1.20375,3.21,6.01875,9.63
1101,110,6600,1650,1.2375,3.3,6.1875,9.9
1103,111,6660,1665,1.24875,3.33,6.24375,9.99
1105,85,5100,1275,0.95625,2.55,4.78125,7.65
1111,80,4800,1200,0.9,2.4,4.5,7.2
1112,92,5520,1380,1.035,2.76,5.175,8.28
1114,99,5940,1485,1.11375,2.97,5.56875,8.91
1116,90,5400,1350,1.0125,2.7,5.0625,8.1
1117,118,7080,1770,1.3275,3.54,6.6375,10.62
1119,90,5400,1350,1.0125,2.7,5.0625,8.1
1121,100,6000,1500,1.125,3,5.625,9
1123,105,6300,1575,1.18125,3.15,5.90625,9.45
1124,109,6540,1635,1.22625,3.27,6.13125,9.81
1125,113,6780,1695,1.27125,3.39,6.35625,10.17
1126,103,6180,1545,1.15875,3.09,5.79375,9.27
1128,89,5340,1335,1.00125,2.67,5.00625,8.01
1129,99,5940,1485,1.11375,2.97,5.56875,8.91
1130,91,5460,1365,1.02375,2.73,5.11875,8.19
1131,120,7200,1800,1.35,3.6,6.75,10.8
1132,113,6780,1695,1.27125,3.39,6.35625,10.17
1135,109,6540,1635,1.22625,3.27,6.13125,9.81
1136,91,5460,1365,1.02375,2.73,5.11875,8.19
1137,79,4740,1185,0.88875,2.37,4.44375,7.11
1140,112,6720,1680,1.26,3.36,6.3,10.08
1144,86,5160,1290,0.9675,2.58,4.8375,7.74
1147,89,5340,1335,1.00125,2.67,5.00625,8.01
1148,30,1800,450,0.3375,0.9,1.6875,2.7
1150,107,6420,1605,1.20375,3.21,6.01875,9.63
1151,97,5820,1455,1.09125,2.91,5.45625,8.73
1156,84,5040,1260,0.945,2.52,4.725,7.56
1167,112,6720,1680,1.26,3.36,6.3,10.08
1170,90,5400,1350,1.0125,2.7,5.0625,8.1
1171,102,6120,1530,1.1475,3.06,5.7375,9.18
1175,99,5940,1485,1.11375,2.97,5.56875,8.91
1176,98,5880,1470,1.1025,2.94,5.5125,8.82
1177,89,5340,1335,1.00125,2.67,5.00625,8.01
1178,88,5280,1320,0.99,2.64,4.95,7.92
1179,110,6600,1650,1.2375,3.3,6.1875,9.9
1180,113,6780,1695,1.27125,3.39,6.35625,10.17
1184,96,5760,1440,1.08,2.88,5.4,8.64
1185,103,6180,1545,1.15875,3.09,5.79375,9.27
1186,101,6060,1515,1.13625,3.03,5.68125,9.09
1188,94,5640,1410,1.0575,2.82,5.2875,8.46
1189,103,6180,1545,1.15875,3.09,5.79375,9.27
1190,102,6120,1530,1.1475,3.06,5.7375,9.18
1191,119,7140,1785,1.33875,3.57,6.69375,10.71
1192,71,4260,1065,0.79875,2.13,3.99375,6.39
1194,86,5160,1290,0.9675,2.58,4.8375,7.74
1197,99,5940,1485,1.11375,2.97,5.56875,8.91
1198,115,6900,1725,1.29375,3.45,6.46875,10.35
1202,108,6480,1620,1.215,3.24,6.075,9.72
1203,97,5820,1455,1.09125,2.91,5.45625,8.73
1212,105,6300,1575,1.18125,3.15,5.90625,9.45
1214,117,7020,1755,1.31625,3.51,6.58125,10.53
1215,81,4860,1215,0.91125,2.43,4.55625,7.29
1218,110,6600,1650,1.2375,3.3,6.1875,9.9
1219,109,6540,1635,1.22625,3.27,6.13125,9.81
1222,117,7020,1755,1.31625,3.51,6.58125,10.53
1223,23,1380,345,0.25875,0.69,1.29375,2.07
1230,93,5580,1395,1.04625,2.79,5.23125,8.37
1235,91,5460,1365,1.02375,2.73,5.11875,8.19
1236,107,6420,1605,1.20375,3.21,6.01875,9.63
1237,96,5760,1440,1.08,2.88,5.4,8.64
1238,111,6660,1665,1.24875,3.33,6.24375,9.99
1240,108,6480,1620,1.215,3.24,6.075,9.72
1241,103,6180,1545,1.15875,3.09,5.79375,9.27
1243,117,7020,1755,1.31625,3.51,6.58125,10.53
1244,96,5760,1440,1.08,2.88,5.4,8.64
1245,115,6900,1725,1.29375,3.45,6.46875,10.35
1247,106,6360,1590,1.1925,3.18,5.9625,9.54
1248,95,5700,1425,1.06875,2.85,5.34375,8.55
1249,117,7020,1755,1.31625,3.51,6.58125,10.53
1253,92,5520,1380,1.035,2.76,5.175,8.28
1255,92,5520,1380,1.035,2.76,5.175,8.28
1256,69,4140,1035,0.77625,2.07,3.88125,6.21
1257,97,5820,1455,1.09125,2.91,5.45625,8.73
1259,89,5340,1335,1.00125,2.67,5.00625,8.01
1260,117,7020,1755,1.31625,3.51,6.58125,10.53
1261,84,5040,1260,0.945,2.52,4.725,7.56
1264,117,7020,1755,1.31625,3.51,6.58125,10.53
1265,101,6060,1515,1.13625,3.03,5.68125,9.09
1268,105,6300,1575,1.18125,3.15,5.90625,9.45
1269,118,7080,1770,1.3275,3.54,6.6375,10.62
1270,116,6960,1740,1.305,3.48,6.525,10.44
1273,106,6360,1590,1.1925,3.18,5.9625,9.54
1275,116,6960,1740,1.305,3.48,6.525,10.44
1278,106,6360,1590,1.1925,3.18,5.9625,9.54
1283,85,5100,1275,0.95625,2.55,4.78125,7.65
1284,116,6960,1740,1.305,3.48,6.525,10.44
1285,103,6180,1545,1.15875,3.09,5.79375,9.27
1286,103,6180,1545,1.15875,3.09,5.79375,9.27
1288,82,4920,1230,0.9225,2.46,4.6125,7.38
1289,86,5160,1290,0.9675,2.58,4.8375,7.74
1290,95,5700,1425,1.06875,2.85,5.34375,8.55
1296,117,7020,1755,1.31625,3.51,6.58125,10.53
1297,106,6360,1590,1.1925,3.18,5.9625,9.54
1298,95,5700,1425,1.06875,2.85,5.34375,8.55
1300,102,6120,1530,1.1475,3.06,5.7375,9.18
1301,98,5880,1470,1.1025,2.94,5.5125,8.82
1302,107,6420,1605,1.20375,3.21,6.01875,9.63
1304,111,6660,1665,1.24875,3.33,6.24375,9.99
1307,96,5760,1440,1.08,2.88,5.4,8.64
1310,84,5040,1260,0.945,2.52,4.725,7.56
1312,119,7140,1785,1.33875,3.57,6.69375,10.71
1318,90,5400,1350,1.0125,2.7,5.0625,8.1
1320,114,6840,1710,1.2825,3.42,6.4125,10.26
1321,97,5820,1455,1.09125,2.91,5.45625,8.73
1322,95,5700,1425,1.06875,2.85,5.34375,8.55
1323,105,6300,1575,1.18125,3.15,5.90625,9.45
1324,93,5580,1395,1.04625,2.79,5.23125,8.37
1325,90,5400,1350,1.0125,2.7,5.0625,8.1
1326,104,6240,1560,1.17,3.12,5.85,9.36
1327,117,7020,1755,1.31625,3.51,6.58125,10.53
1328,91,5460,1365,1.02375,2.73,5.11875,8.19
1329,103,6180,1545,1.15875,3.09,5.79375,9.27
1330,89,5340,1335,1.00125,2.67,5.00625,8.01
1331,113,6780,1695,1.27125,3.39,6.35625,10.17
1332,114,6840,1710,1.2825,3.42,6.4125,10.26
1333,119,7140,1785,1.33875,3.57,6.69375,10.71
1334,86,5160,1290,0.9675,2.58,4.8375,7.74
1335,92,5520,1380,1.035,2.76,5.175,8.28
1336,88,5280,1320,0.99,2.64,4.95,7.92
1337,78,4680,1170,0.8775,2.34,4.3875,7.02
1340,75,4500,1125,0.84375,2.25,4.21875,6.75
1341,116,6960,1740,1.305,3.48,6.525,10.44
1342,100,6000,1500,1.125,3,5.625,9
1344,105,6300,1575,1.18125,3.15,5.90625,9.45
1345,98,5880,1470,1.1025,2.94,5.5125,8.82
1346,118,7080,1770,1.3275,3.54,6.6375,10.62
1347,91,5460,1365,1.02375,2.73,5.11875,8.19
1348,94,5640,1410,1.0575,2.82,5.2875,8.46
1349,97,5820,1455,1.09125,2.91,5.45625,8.73
1350,111,6660,1665,1.24875,3.33,6.24375,9.99
1351,101,6060,1515,1.13625,3.03,5.68125,9.09
1352,97,5820,1455,1.09125,2.91,5.45625,8.73
1355,102,6120,1530,1.1475,3.06,5.7375,9.18
1356,111,6660,1665,1.24875,3.33,6.24375,9.99
1357,105,6300,1575,1.18125,3.15,5.90625,9.45
1359,89,5340,1335,1.00125,2.67,5.00625,8.01
1365,102,6120,1530,1.1475,3.06,5.7375,9.18
1367,103,6180,1545,1.15875,3.09,5.79375,9.27
1372,113,6780,1695,1.27125,3.39,6.35625,10.17
1373,107,6420,1605,1.20375,3.21,6.01875,9.63
1374,113,6780,1695,1.27125,3.39,6.35625,10.17
1375,105,6300,1575,1.18125,3.15,5.90625,9.45
1376,119,7140,1785,1.33875,3.57,6.69375,10.71
1378,107,6420,1605,1.20375,3.21,6.01875,9.63
1379,104,6240,1560,1.17,3.12,5.85,9.36
1380,110,6600,1650,1.2375,3.3,6.1875,9.9
1381,115,6900,1725,1.29375,3.45,6.46875,10.35
1382,94,5640,1410,1.0575,2.82,5.2875,8.46
1385,103,6180,1545,1.15875,3.09,5.79375,9.27
1388,116,6960,1740,1.305,3.48,6.525,10.44
1389,99,5940,1485,1.11375,2.97,5.56875,8.91
1390,101,6060,1515,1.13625,3.03,5.68125,9.09
1391,106,6360,1590,1.1925,3.18,5.9625,9.54
1392,104,6240,1560,1.17,3.12,5.85,9.36
1394,94,5640,1410,1.0575,2.82,5.2875,8.46
1395,112,6720,1680,1.26,3.36,6.3,10.08
1397,97,5820,1455,1.09125,2.91,5.45625,8.73
1398,113,6780,1695,1.27125,3.39,6.35625,10.17
1399,98,5880,1470,1.1025,2.94,5.5125,8.82
1405,81,4860,1215,0.91125,2.43,4.55625,7.29
1406,111,6660,1665,1.24875,3.33,6.24375,9.99
1407,112,6720,1680,1.26,3.36,6.3,10.08
1408,112,6720,1680,1.26,3.36,6.3,10.08
1409,105,6300,1575,1.18125,3.15,5.90625,9.45
1412,112,6720,1680,1.26,3.36,6.3,10.08
1413,106,6360,1590,1.1925,3.18,5.9625,9.54
1414,104,6240,1560,1.17,3.12,5.85,9.36
1415,117,7020,1755,1.31625,3.51,6.58125,10.53
1419,95,5700,1425,1.06875,2.85,5.34375,8.55
1422,107,6420,1605,1.20375,3.21,6.01875,9.63
1423,113,6780,1695,1.27125,3.39,6.35625,10.17
1425,93,5580,1395,1.04625,2.79,5.23125,8.37
1426,98,5880,1470,1.1025,2.94,5.5125,8.82
1427,100,6000,1500,1.125,3,5.625,9
1428,105,6300,1575,1.18125,3.15,5.90625,9.45
1429,107,6420,1605,1.20375,3.21,6.01875,9.63
1430,95,5700,1425,1.06875,2.85,5.34375,8.55
1431,88,5280,1320,0.99,2.64,4.95,7.92
1432,117,7020,1755,1.31625,3.51,6.58125,10.53
1437,105,6300,1575,1.18125,3.15,5.90625,9.45
1438,108,6480,1620,1.215,3.24,6.075,9.72
1439,105,6300,1575,1.18125,3.15,5.90625,9.45
1440,96,5760,1440,1.08,2.88,5.4,8.64
1441,98,5880,1470,1.1025,2.94,5.5125,8.82
1442,106,6360,1590,1.1925,3.18,5.9625,9.54
1445,108,6480,1620,1.215,3.24,6.075,9.72
1446,105,6300,1575,1.18125,3.15,5.90625,9.45
1447,91,5460,1365,1.02375,2.73,5.11875,8.19
1449,84,5040,1260,0.945,2.52,4.725,7.56
1453,105,6300,1575,1.18125,3.15,5.90625,9.45
1456,82,4920,1230,0.9225,2.46,4.6125,7.38
1457,109,6540,1635,1.22625,3.27,6.13125,9.81
1458,96,5760,1440,1.08,2.88,5.4,8.64
1460,89,5340,1335,1.00125,2.67,5.00625,8.01
1461,93,5580,1395,1.04625,2.79,5.23125,8.37
1468,79,4740,1185,0.88875,2.37,4.44375,7.11
1473,90,5400,1350,1.0125,2.7,5.0625,8.1
1474,97,5820,1455,1.09125,2.91,5.45625,8.73
1475,117,7020,1755,1.31625,3.51,6.58125,10.53
1476,109,6540,1635,1.22625,3.27,6.13125,9.81
1477,104,6240,1560,1.17,3.12,5.85,9.36
1479,116,6960,1740,1.305,3.48,6.525,10.44
1483,96,5760,1440,1.08,2.88,5.4,8.64
1484,87,5220,1305,0.97875,2.61,4.89375,7.83
1485,86,5160,1290,0.9675,2.58,4.8375,7.74
1488,107,6420,1605,1.20375,3.21,6.01875,9.63
1489,75,4500,1125,0.84375,2.25,4.21875,6.75
1490,90,5400,1350,1.0125,2.7,5.0625,8.1
1493,78,4680,1170,0.8775,2.34,4.3875,7.02
1495,99,5940,1485,1.11375,2.97,5.56875,8.91
1496,108,6480,1620,1.215,3.24,6.075,9.72
1497,93,5580,1395,1.04625,2.79,5.23125,8.37
1498,110,6600,1650,1.2375,3.3,6.1875,9.9
1499,89,5340,1335,1.00125,2.67,5.00625,8.01
1500,107,6420,1605,1.20375,3.21,6.01875,9.63
1502,78,4680,1170,0.8775,2.34,4.3875,7.02
1503,95,5700,1425,1.06875,2.85,5.34375,8.55
1513,92,5520,1380,1.035,2.76,5.175,8.28
1515,104,6240,1560,1.17,3.12,5.85,9.36
1516,101,6060,1515,1.13625,3.03,5.68125,9.09
1517,94,5640,1410,1.0575,2.82,5.2875,8.46
1518,95,5700,1425,1.06875,2.85,5.34375,8.55
1519,92,5520,1380,1.035,2.76,5.175,8.28
1526,99,5940,1485,1.11375,2.97,5.56875,8.91
1529,82,4920,1230,0.9225,2.46,4.6125,7.38
1533,115,6900,1725,1.29375,3.45,6.46875,10.35
1541,100,6000,1500,1.125,3,5.625,9
1542,107,6420,1605,1.20375,3.21,6.01875,9.63
1545,97,5820,1455,1.09125,2.91,5.45625,8.73
1546,99,5940,1485,1.11375,2.97,5.56875,8.91
1547,93,5580,1395,1.04625,2.79,5.23125,8.37
1549,100,6000,1500,1.125,3,5.625,9
1550,98,5880,1470,1.1025,2.94,5.5125,8.82
1551,84,5040,1260,0.945,2.52,4.725,7.56
1552,116,6960,1740,1.305,3.48,6.525,10.44
1564,98,5880,1470,1.1025,2.94,5.5125,8.82
1565,92,5520,1380,1.035,2.76,5.175,8.28
1566,93,5580,1395,1.04625,2.79,5.23125,8.37
1569,105,6300,1575,1.18125,3.15,5.90625,9.45
1571,91,5460,1365,1.02375,2.73,5.11875,8.19
1572,103,6180,1545,1.15875,3.09,5.79375,9.27
1574,93,5580,1395,1.04625,2.79,5.23125,8.37
1580,98,5880,1470,1.1025,2.94,5.5125,8.82
1581,106,6360,1590,1.1925,3.18,5.9625,9.54
1582,106,6360,1590,1.1925,3.18,5.9625,9.54
1583,86,5160,1290,0.9675,2.58,4.8375,7.74
1585,101,6060,1515,1.13625,3.03,5.68125,9.09
1588,93,5580,1395,1.04625,2.79,5.23125,8.37
1589,104,6240,1560,1.17,3.12,5.85,9.36
1590,96,5760,1440,1.08,2.88,5.4,8.64
1591,96,5760,1440,1.08,2.88,5.4,8.64
1592,98,5880,1470,1.1025,2.94,5.5125,8.82
1593,105,6300,1575,1.18125,3.15,5.90625,9.45
1594,97,5820,1455,1.09125,2.91,5.45625,8.73
1596,83,4980,1245,0.93375,2.49,4.66875,7.47
1598,100,6000,1500,1.125,3,5.625,9
1599,97,5820,1455,1.09125,2.91,5.45625,8.73
1600,100,6000,1500,1.125,3,5.625,9
1602,84,5040,1260,0.945,2.52,4.725,7.56
1603,105,6300,1575,1.18125,3.15,5.90625,9.45
1604,97,5820,1455,1.09125,2.91,5.45625,8.73
1605,101,6060,1515,1.13625,3.03,5.68125,9.09
1606,95,5700,1425,1.06875,2.85,5.34375,8.55
1609,119,7140,1785,1.33875,3.57,6.69375,10.71
1611,104,6240,1560,1.17,3.12,5.85,9.36
1612,86,5160,1290,0.9675,2.58,4.8375,7.74
1613,86,5160,1290,0.9675,2.58,4.8375,7.74
1614,90,5400,1350,1.0125,2.7,5.0625,8.1
1615,117,7020,1755,1.31625,3.51,6.58125,10.53
1620,115,6900,1725,1.29375,3.45,6.46875,10.35
1621,114,6840,1710,1.2825,3.42,6.4125,10.26
1623,90,5400,1350,1.0125,2.7,5.0625,8.1
1624,105,6300,1575,1.18125,3.15,5.90625,9.45
1626,105,6300,1575,1.18125,3.15,5.90625,9.45
1629,97,5820,1455,1.09125,2.91,5.45625,8.73
1631,119,7140,1785,1.33875,3.57,6.69375,10.71
1633,112,6720,1680,1.26,3.36,6.3,10.08
1635,112,6720,1680,1.26,3.36,6.3,10.08
1639,114,6840,1710,1.2825,3.42,6.4125,10.26
1641,91,5460,1365,1.02375,2.73,5.11875,8.19
1642,98,5880,1470,1.1025,2.94,5.5125,8.82
1643,105,6300,1575,1.18125,3.15,5.90625,9.45
1644,100,6000,1500,1.125,3,5.625,9
1646,95,5700,1425,1.06875,2.85,5.34375,8.55
1647,94,5640,1410,1.0575,2.82,5.2875,8.46
1648,85,5100,1275,0.95625,2.55,4.78125,7.65
1649,83,4980,1245,0.93375,2.49,4.66875,7.47
1650,115,6900,1725,1.29375,3.45,6.46875,10.35
1652,106,6360,1590,1.1925,3.18,5.9625,9.54
1653,106,6360,1590,1.1925,3.18,5.9625,9.54
1654,99,5940,1485,1.11375,2.97,5.56875,8.91
1655,91,5460,1365,1.02375,2.73,5.11875,8.19
1656,113,6780,1695,1.27125,3.39,6.35625,10.17
1658,103,6180,1545,1.15875,3.09,5.79375,9.27
1659,86,5160,1290,0.9675,2.58,4.8375,7.74
1660,109,6540,1635,1.22625,3.27,6.13125,9.81
1661,118,7080,1770,1.3275,3.54,6.6375,10.62
1662,102,6120,1530,1.1475,3.06,5.7375,9.18
1663,106,6360,1590,1.1925,3.18,5.9625,9.54
1665,89,5340,1335,1.00125,2.67,5.00625,8.01
1667,114,6840,1710,1.2825,3.42,6.4125,10.26
1670,103,6180,1545,1.15875,3.09,5.79375,9.27
1671,106,6360,1590,1.1925,3.18,5.9625,9.54
1674,113,6780,1695,1.27125,3.39,6.35625,10.17
1675,108,6480,1620,1.215,3.24,6.075,9.72
1677,107,6420,1605,1.20375,3.21,6.01875,9.63
1679,95,5700,1425,1.06875,2.85,5.34375,8.55
1680,99,5940,1485,1.11375,2.97,5.56875,8.91
1681,95,5700,1425,1.06875,2.85,5.34375,8.55
1682,103,6180,1545,1.15875,3.09,5.79375,9.27
1683,102,6120,1530,1.1475,3.06,5.7375,9.18
1684,97,5820,1455,1.09125,2.91,5.45625,8.73
1685,88,5280,1320,0.99,2.64,4.95,7.92
1688,94,5640,1410,1.0575,2.82,5.2875,8.46
1689,97,5820,1455,1.09125,2.91,5.45625,8.73
1690,109,6540,1635,1.22625,3.27,6.13125,9.81
1695,98,5880,1470,1.1025,2.94,5.5125,8.82
